gnz-id,name,club,step,division,competition,round-type,day,v-total,v-d,v-rank,ub-total,ub-d,ub-rank,bb-total,bb-d,bb-rank,fx-total,fx-d,fx-rank,aa-score,aa-rank,date-created
91281,Colbie De Jager,Eastern Suburbs,7,UNDER,2022 Central Champs,AA,,10.900,1.600,9=,11.666,3.500,5,12.600,4.600,3=,12.950,4.100,3,48.116,1,31 May 2022
218272,Ella Thomas,CSG,7,UNDER,2022 Central Champs,AA,,11.766,3.200,3,11.833,3.500,3,11.666,4.700,10,12.650,4.400,6,47.915,2,31 May 2022
105397,Olivia Sue,Eastern Suburbs,7,UNDER,2022 Central Champs,AA,,11.700,3.200,4,12.033,3.500,2,12.266,4.300,7,11.900,4.000,12,47.899,3,31 May 2022
5013,Tait Sorensen,Eastern Suburbs,7,UNDER,2022 Central Champs,AA,,11.933,3.400,1,10.600,3.500,12,13.000,4.600,1,12.350,4.300,8,47.883,4,31 May 2022
105381,Sarah Kennard,Eastern Suburbs,7,UNDER,2022 Central Champs,AA,,11.866,3.400,2,10.833,3.500,11,12.700,4.500,2,12.400,4.200,7,47.799,5,31 May 2022
240902,Elizabeth Longhurst,Hutt Valley,7,UNDER,2022 Central Champs,AA,,10.900,1.600,9=,11.233,3.100,10,11.966,3.700,8,12.700,4.100,5,46.799,6,31 May 2022
212830,Leah Austin,Hutt Valley,7,UNDER,2022 Central Champs,AA,,10.933,2.400,7=,11.400,3.500,6,12.600,3.900,3=,11.700,3.700,13,46.633,7,31 May 2022
105334,Olivia Hermez,Eastern Suburbs,7,UNDER,2022 Central Champs,AA,,11.566,3.400,5,9.466,3.600,15,12.566,4.100,5,12.900,4.100,4,46.498,8,31 May 2022
218274,Kyla Cowles,CSG,7,UNDER,2022 Central Champs,AA,,10.433,1.600,12,11.733,3.500,4,12.366,4.600,6,11.950,4.100,11,46.482,9,31 May 2022
105387,Emily King,Eastern Suburbs,7,UNDER,2022 Central Champs,AA,,10.400,1.600,13,11.266,3.100,8=,11.533,4.100,13,13.000,4.000,2,46.199,10,31 May 2022
278730,Te Ana Waiariki,Hutt Valley,7,UNDER,2022 Central Champs,AA,,11.066,2.400,6,11.333,3.100,7,11.566,3.800,12,12.200,4.200,9,46.165,11,31 May 2022
262724,Briallen Aberhart,Hutt Valley,7,UNDER,2022 Central Champs,AA,,10.933,2.400,7=,10.000,2.100,13,11.766,3.800,9,11.500,3.400,14,44.199,12,31 May 2022
279431,Paige Rhodes,CSG,7,UNDER,2022 Central Champs,AA,,9.900,1.600,15,11.266,3.500,8=,9.733,3.300,14,12.100,4.000,10,42.999,13,31 May 2022
188490,Makenzie Reddaway,Hutt Valley,7,UNDER,2022 Central Champs,AA,,10.600,2.400,11,9.733,3.500,14,8.633,1.700,15,11.450,3.700,15,40.416,14,31 May 2022
273698,Alice Hector,Affinity,7,UNDER,2022 Central Champs,AA,2.0,10.066,1.600,14,9.233,2.100,16,7.866,1.800,16,9.100,2.200,16,36.265,15,31 May 2022
91326,Willow Reid,Eastern Suburbs,7,UNDER,2022 Central Champs,AA,2.0,DNS,DNS,DNS,12.366,3.900,1,11.600,3.900,11,13.100,4.300,1,DNF,-,31 May 2022
