,gnz-id,name,club,step,division,competition,round-type,fx-total,fx-d,fx-e,ph-total,ph-d,ph-e,sr-total,sr-d,sr-e,vt-total,vt-d,vt-e,pb-total,pb-d,pb-e,hb-total,hb-d,hb-e,aa-score,aa-rank,date-created
0,627449,Connor Kenny,ARGOS,Level 2,NONE,Hamilton City Junior Artistic Competition 2022,All-around,10.933,2,8.933,9.9,2,7.9,10.0,2,8.0,10.833,2,8.833,10.4,2,8.4,9.066,2,7.066,61.132,,2022-06-11
1,608950,Cornelius Baardsen,ARGOS,Level 2,NONE,Hamilton City Junior Artistic Competition 2022,All-around,10.433,2,8.433,8.233,2,6.233,10.366,2,8.366,10.333,2,8.333,10.466,2,8.466,8.966,2,6.966,58.797,,2022-06-11
2,548800,Hugo Dunlop,ARGOS,Level 2,NONE,Hamilton City Junior Artistic Competition 2022,All-around,10.1,2,8.1,9.433,2,7.433,10.2,2,8.2,11.2,2,9.2,9.7,1,8.7,9.0,2,7.0,59.633,,2022-06-11
3,500769,Ben Smith,Franklin,Level 2,NONE,Hamilton City Junior Artistic Competition 2022,All-around,10.366,2,8.366,9.733,2,7.733,10.566,2,8.566,10.8,2,8.8,10.966,2,8.966,10.4,2,8.4,62.831,,2022-06-11
4,542503,Vincent Gray,Hamilton,Level 2,NONE,Hamilton City Junior Artistic Competition 2022,All-around,9.966,2,7.966,8.733,2,6.733,9.033,2,7.033,9.933,2,7.933,9.566,2,7.566,6.9,1,5.9,54.131,,2022-06-11
5,537349,Ryan Burchett,Hamilton,Level 2,NONE,Hamilton City Junior Artistic Competition 2022,All-around,9.833,2,7.833,8.5,2,6.5,9.933,2,7.933,10.966,2,8.966,9.333,1,8.333,9.233,2,7.233,57.798,,2022-06-11
6,505412,Ewan Burrough,Hamilton,Level 2,NONE,Hamilton City Junior Artistic Competition 2022,All-around,9.8,2,7.8,9.4,2,7.4,8.8,2,6.8,10.0,2,8.0,10.0,2,8.0,7.833,2,5.833,55.833,,2022-06-11
7,290409,Ewen Maisonneuve,Hamilton,Level 2,NONE,Hamilton City Junior Artistic Competition 2022,All-around,11.166,2,9.166,9.833,2,7.833,10.133,1,9.133,10.533,2,8.533,10.033,2,8.033,8.633,1,7.633,60.331,,2022-06-11
8,568714,Van Polaczuk,Hamilton,Level 2,NONE,Hamilton City Junior Artistic Competition 2022,All-around,9.3,2,7.3,8.4,2,6.4,9.2,2,7.2,10.966,2,8.966,9.833,2,7.833,8.7,2,6.7,56.399,,2022-06-11
9,237893,Elijah Parsons,Tri Star,Level 2,NONE,Hamilton City Junior Artistic Competition 2022,All-around,9.766,2,7.766,9.4,2,7.4,10.2,2,8.2,11.066,2,9.066,11.0,2,9.0,10.766,2,8.766,62.198,,2022-06-11
10,548391,Hugo Thorman,Tri Star,Level 2,NONE,Hamilton City Junior Artistic Competition 2022,All-around,10.133,2,8.133,8.9,2,6.9,9.833,2,7.833,10.233,2,8.233,10.033,2,8.033,8.766,1,7.766,57.898,,2022-06-11
11,599232,Julian Li,Tri Star,Level 2,NONE,Hamilton City Junior Artistic Competition 2022,All-around,10.7,2,8.7,10.9,2,8.9,11.1,2,9.1,11.066,2,9.066,11.533,2,9.533,11.166,2,9.166,66.465,,2022-06-11
12,575954,Victor Sanchez,Tri Star,Level 2,NONE,Hamilton City Junior Artistic Competition 2022,All-around,9.7,2,7.7,9.7,2,7.7,10.3,2,8.3,10.433,2,8.433,10.866,2,8.866,9.633,2,7.633,60.632,,2022-06-11
