gnz-id,name,club,step,division,competition,round-type,fx-total,fx-d,fx-e,fx-n,fx-rank,ph-total,ph-d,ph-e,ph-n,ph-rank,sr-total,sr-d,sr-e,sr-n,sr-rank,vt-total,vt-d,vt-e,vt-n,vt-rank,pb-total,pb-d,pb-e,pb-n,pb-rank,hb-total,hb-d,hb-e,hb-n,hb-rank,aa-score,aa-rank,date-created
,Daniel Richards,North Harbour Gymnastics Club,Level 1,NONE,Northland Champs 2023,All Round,10.05,2,8.05,0,5,0,0,0,0,0,9.9,2,7.9,0,8,10.5,2,8.5,0,9,10.95,2,8.95,0,4,10.4,2,8.4,0,7,51.800,0,2023-05-20T00:41:29.944Z
,Jeremy Chai,North Harbour Gymnastics Club,Level 1,NONE,Northland Champs 2023,All Round,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.000,0,2023-05-20T00:06:03.025Z
,Gabriel Cornejo,North Harbour Gymnastics Club,Level 1,NONE,Northland Champs 2023,All Round,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.000,0,2023-05-20T00:05:45.776Z
,Maxim Liddle,North Harbour Gymnastics Club,Level 1,NONE,Northland Champs 2023,All Round,10.2,2,8.2,0,3,0,0,0,0,0,10.3,2,8.3,0,6,11.3,2,9.3,0,3,11.1,2,9.1,0,2,10.7,2,8.7,0,5,53.600,0,2023-05-20T00:43:30.061Z
,Joseph He,North Harbour Gymnastics Club,Level 1,NONE,Northland Champs 2023,All Round,9.35,2,7.35,0,9,0,0,0,0,0,10.7,2,8.7,0,3,10.9,2,8.9,0,6,10.65,2,8.65,0,6,10.4,2,8.4,0,7,52.000,0,2023-05-20T00:44:19.664Z
,Cian Grant,North Harbour Gymnastics Club,Level 1,NONE,Northland Champs 2023,All Round,9.85,2,7.85,0,7,0,0,0,0,0,9.6,2,7.6,0,11,9.6,1,8.6,0,12,10.5,2,8.5,0,8,10.7,2,8.7,0,5,50.250,0,2023-05-20T00:45:03.914Z
,Austin Wright,Whangarei Academy of Gymnastics,Level 1,NONE,Northland Champs 2023,All Round,8.5,2,6.5,0,10,0,0,0,0,0,8.2,1,7.2,0,12,10.8,2,8.8,0,7,8.65,2,6.65,0,12,10.3,2,8.3,0,10,46.450,0,2023-05-20T01:00:06.798Z
,Flynn McKenzie,Whangarei Academy of Gymnastics,Level 1,NONE,Northland Champs 2023,All Round,8.35,2,6.35,0,12,0,0,0,0,0,9.8,2,7.8,0,10,10.1,2,8.1,0,11,9.0,2,7.0,0,11,9.7,2,7.7,0,11,46.950,0,2023-05-20T00:53:17.266Z
,Hein Van Den Bogaart,Whangarei Academy of Gymnastics,Level 1,NONE,Northland Champs 2023,All Round,10.4,2,8.4,0,2,0,0,0,0,0,11.4,2,9.4,0,1,10.7,2,8.7,0,8,10.8,2,8.8,0,5,10.4,2,8.4,0,7,53.700,0,2023-05-20T00:55:11.583Z
,Liam Botha,Whangarei Academy of Gymnastics,Level 1,NONE,Northland Champs 2023,All Round,10.15,2,8.15,0,4,0,0,0,0,0,10.5,2,8.5,0,5,11.2,2,9.2,0,4,10.5,2,8.5,0,8,11.0,2,9.0,0,2,53.350,0,2023-05-20T00:55:34.501Z
,Matai Phillips,Whangarei Academy of Gymnastics,Level 1,NONE,Northland Champs 2023,All Round,8.5,2,6.5,0,10,0,0,0,0,0,9.9,2,7.9,0,8,11.05,2,9.05,0,5,9.45,2,7.45,0,10,9.3,2,7.3,0,12,48.200,0,2023-05-20T00:56:33.965Z
610295,Hiroki Chueh,Tristar Gymnastics Club,Level 1,NONE,Northland Champs 2023,All Round,10.05,1,9.05,0,5,0,0,0,0,0,10.7,2,8.7,0,3,11.45,2,9.45,0,2,11.05,2,9.05,0,3,11.1,2,9.1,0,1,54.350,0,2023-05-20T00:57:48.843Z
548157,Conrad Thorman,Tristar Gymnastics Club,Level 1,NONE,Northland Champs 2023,All Round,10.65,2,8.65,0,1,0,0,0,0,0,11.0,2,9.0,0,2,10.5,2,8.5,0,9,10.6,2,8.6,0,7,10.9,2,8.9,0,3,53.650,0,2023-05-20T00:58:25.242Z
660064,Jack Carter,Tristar Gymnastics Club,Level 1,NONE,Northland Champs 2023,All Round,9.65,1,8.65,0,8,0,0,0,0,0,10.2,1,9.2,0,7,11.55,2,9.55,0,1,11.15,2,9.15,0,1,10.9,2,8.9,0,3,53.450,0,2023-05-20T00:59:37.165Z
,Timothy Taylor,North Harbour Gymnastics Club,Level 1,NONE,Northland Champs 2023,All Round,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0.000,0,2023-05-20T00:06:13.762Z
