,gnz-id,name,club,step,division,competition,round-type,fx-total,fx-d,fx-e,ph-total,ph-d,ph-e,sr-total,sr-d,sr-e,vt-total,vt-d,vt-e,pb-total,pb-d,pb-e,hb-total,hb-d,hb-e,aa-score,aa-rank,date-created
0,,Ryan Townsend,Auckland,Level 8,NONE,2022 New Zealand Gymnastics Championships - Artistic,Team & All-around Finals,13.9,5.1,8.8,10.333,3.0,7.333,12.533,3.6,8.933,11.533,2.4,9.133,10.566,3.2,7.366,11.5,3.1,8.4,70.365,,2022-07-13
1,,Cole Stevens,Canterbury,Level 8,NONE,2022 New Zealand Gymnastics Championships - Artistic,Team & All-around Finals,14.433,5.4,9.033,12.3,4.3,8.0,12.133,3.2,8.933,12.233,3.2,9.033,13.033,3.6,9.433,10.8,3.7,7.1,74.932,,2022-07-13
2,,Evan Byrne,Canterbury,Level 8,NONE,2022 New Zealand Gymnastics Championships - Artistic,Team & All-around Finals,13.6,5.9,7.8,10.466,3.2,7.266,11.6,3.9,7.7,11.966,3.2,8.766,13.266,4.4,8.866,10.633,2.9,7.733,71.531,,2022-07-13
3,,Sam Alexander,Hawkes Bay/Poverty Bay,Level 8,NONE,2022 New Zealand Gymnastics Championships - Artistic,Team & All-around Finals,10.3,4.6,6.3,8.633,2.5,6.133,10.8,3.6,7.2,13.133,4.1,9.033,12.766,3.4,9.366,11.833,3.2,8.633,67.465,,2022-07-13
4,,Rohan Leckie-Zaharic,Otago,Level 8,NONE,2022 New Zealand Gymnastics Championships - Artistic,Team & All-around Finals,14.566,6.8,7.866,0.0,0.0,0.0,11.9,3.0,8.9,0.0,0.0,0.0,11.266,2.7,8.566,0.0,0.0,0.0,37.732,,2022-07-13
5,,Will Orchiston,Otago,Level 8,NONE,2022 New Zealand Gymnastics Championships - Artistic,Team & All-around Finals,14.7,6.8,7.9,7.833,2.3,5.833,11.933,4.1,7.833,11.833,3.2,8.633,12.8,3.6,9.2,10.8,2.9,7.9,69.899,,2022-07-13
6,,William Cresswell,Otago,Level 8,NONE,2022 New Zealand Gymnastics Championships - Artistic,Team & All-around Finals,13.4,6.1,7.3,12.233,4.3,7.933,13.566,4.8,8.766,11.5,3.6,8.2,13.466,4.3,9.166,11.566,3.6,7.966,75.731,,2022-07-13
7,,Bailey Keepin,Southland,Level 8,NONE,2022 New Zealand Gymnastics Championships - Artistic,Team & All-around Finals,13.333,5.9,7.733,11.0,3.2,8.1,11.1,4.2,6.9,12.0,2.8,9.2,11.866,3.2,8.666,10.866,2.9,7.966,70.165,,2022-07-13
8,,Samuel Beck,Southland,Level 8,NONE,2022 New Zealand Gymnastics Championships - Artistic,Team & All-around Finals,12.4,4.4,8.0,0.0,0.0,0.0,10.066,3.1,6.966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.466,,2022-07-13
9,,Lewis Karetai,Top of the South,Level 8,NONE,2022 New Zealand Gymnastics Championships - Artistic,Team & All-around Finals,13.433,5.6,7.833,11.5,3.4,8.4,12.3,4.0,8.3,12.233,3.2,9.033,12.766,4.1,8.666,11.466,3.1,8.366,73.698,,2022-07-13
10,,Cade Rowlingson,Waikato,Level 8,NONE,2022 New Zealand Gymnastics Championships - Artistic,Team & All-around Finals,14.6,6.2,8.4,11.1,4.1,7.0,12.9,3.8,9.1,10.9,3.6,7.6,13.066,4.7,8.366,12.333,3.4,8.933,74.899,,2022-07-13
11,,Joshua Teitelbaum,Wellington,Level 8,NONE,2022 New Zealand Gymnastics Championships - Artistic,Team & All-around Finals,13.233,4.7,8.533,11.8,4.1,7.7,12.833,4.3,8.533,11.733,3.2,8.533,13.433,4.3,9.133,10.0,2.9,7.1,73.032,,2022-07-13
