,gnz-id,name,club,step,division,competition,round-type,fx-total,fx-d,fx-e,ph-total,ph-d,ph-e,sr-total,sr-d,sr-e,vt-total,vt-d,vt-e,pb-total,pb-d,pb-e,hb-total,hb-d,hb-e,aa-score,aa-rank,date-created
0,,Alex Reed,Gymsport Manukau,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Apparatus Finals,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.6,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.000,,2022-07-13
1,,Matthew Arck-Weeber,Gymsport Manukau,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Apparatus Finals,13.75,4.7,9.05,11.5,4.1,7.4,12.9,4.5,8.4,13.05,3.7,9.35,12.45,3.8,8.65,12.466,3.8,8.666,76.116,,2022-07-13
2,,Taiga Stenton,Harbour,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Apparatus Finals,13.4,5.3,8.1,0.0,0.0,0.0,13.3,4.2,9.1,12.7,3.7,9.0,12.6,3.7,8.9,0.0,0.0,0.0,52.000,,2022-07-13
3,,Yuto Kawase,Harbour,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Apparatus Finals,13.8,5.1,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.55,3.7,8.85,12.633,3.3,9.333,38.983,,2022-07-13
4,,Benjamin Raoult,Harbour,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Apparatus Finals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,2.7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,11.700,,2022-07-13
5,,Kuyu Kawase,Harbour,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Apparatus Finals,0.0,0.0,0.0,0.0,0.0,0.0,12.333,2.8,9.533,0.0,0.0,0.0,12.75,3.6,9.15,0.0,0.0,0.0,25.083,,2022-07-13
6,,Henry Roberts,Top of the South,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Apparatus Finals,13.75,5.7,8.05,11.25,3.4,8.15,0.0,0.0,0.0,0.0,0.0,0.0,12.9,4.0,8.9,0.0,0.0,0.0,37.900,,2022-07-13
7,,Ihaka Taituha,Waikato,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Apparatus Finals,13.55,4.8,8.75,12.75,4.4,8.35,12.333,3.7,8.633,12.0,3.7,8.6,13.25,3.9,9.35,12.266,3.1,9.166,76.149,,2022-07-13
8,,Jaron Trenberth,Waikato,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Apparatus Finals,0.0,0.0,0.0,0.0,0.0,0.0,12.266,3.9,8.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.266,,2022-07-13
9,,Joshua Chisholm,Waikato,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Apparatus Finals,0.0,0.0,0.0,10.0,3.3,7.0,11.033,3.1,7.933,0.0,0.0,0.0,0.0,0.0,0.0,11.833,2.8,9.033,32.866,,2022-07-13
10,,Andrew Bullock,Waikato,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Apparatus Finals,13.4,5.5,7.9,0.0,0.0,0.0,0.0,0.0,0.0,11.6,2.9,8.7,0.0,0.0,0.0,0.0,0.0,0.0,25.000,,2022-07-13
11,,Caleb Reidy,Wellington,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Apparatus Finals,0.0,0.0,0.0,11.25,3.7,7.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.033,3.8,8.233,23.283,,2022-07-13
12,,Elijah Stewart,Wellington,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Apparatus Finals,14.2,5.2,9.0,12.45,4.2,8.25,13.1,4.3,8.8,13.05,3.7,9.35,12.75,3.8,8.95,11.9,3.2,8.7,77.450,,2022-07-13
13,,Theo Barraud,Wellington,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Apparatus Finals,14.35,5.5,8.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.433,3.4,9.033,26.783,,2022-07-13
14,,Hiroyuki Kobayashi,Gymsport Manukau,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Apparatus Finals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.35,2.2,7.45,0.0,0.0,0.0,0.0,0.0,0.0,9.350,,2022-07-13
15,,Frankie Lowrie,Waikato,Level 7,NONE,2022 New Zealand Gymnastics Championships - Artistic,Apparatus Finals,0.0,0.0,0.0,10.55,3.0,7.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.550,,2022-07-13
