gnz-id,name,club,step,division,competition,round-type,day,v-total,v-d,v-e,v-n,v-rank,ub-total,ub-d,ub-e,ub-n,ub-rank,bb-total,bb-d,bb-e,bb-n,bb-rank,fx-total,fx-d,fx-e,fx-n,fx-rank,aa-score,aa-rank,date-created
252650,Chloe Roberts,Gymnastics Waitara,STEP 7,OVER,2023 ARGOS Senior Competition,All-Around Round 1,,11.066,3.2,7.866,0,3,11.266,3.1,8.166,0,6,10.2,3.7,6.5,0,13,10.966,3.7,7.266,0.0,11,43.498,6,2023-04-01T00:23:18.586Z
271150,Maia Drabble,Mid Island Gymsports,STEP 7,OVER,2023 ARGOS Senior Competition,All-Around Round 1,,10.2,1.6,8.6,0,15,10.6,2.8,7.8,0,9,8.033,3.1,4.933,0,19,11.566,3.8,7.766,0.0,8,40.399,16,2023-03-31T23:59:41.515Z
244210,Sophia Hands,Hamilton City Gymnastics,STEP 7,UNDER,2023 ARGOS Senior Competition,All-Around Round 1,,10.266,1.6,8.666,0,3,10.9,3.0,7.9,0,2,10.066,2.8,7.266,0,3,11.533,3.3,8.233,0.0,3,42.765,3,2023-04-01T00:11:13.567Z
214600,Ella Blomfield,Hamilton City Gymnastics,STEP 7,OVER,2023 ARGOS Senior Competition,All-Around Round 1,,9.533,1.6,7.933,0,20,9.9,2.1,7.8,0,13,10.1,2.9,7.2,0,15,10.966,3.4,7.566,0.0,11,40.499,15,2023-04-01T00:00:18.088Z
303515,Poppy Hancock,Hamilton City Gymnastics,STEP 7,OVER,2023 ARGOS Senior Competition,All-Around Round 1,,10.2,1.6,8.6,0,15,11.466,3.0,8.466,0,4,10.533,3.5,7.033,0,9,10.4,3.2,7.2,0.0,18,42.599,10,2023-04-01T00:08:55.935Z
200227,Ashleigh Van Eyk,Hamilton City Gymnastics,STEP 7,OVER,2023 ARGOS Senior Competition,All-Around Round 1,,10.166,1.6,8.566,0,18,9.866,2.1,7.766,0,14,10.733,2.8,7.933,0,8,10.766,3.0,7.766,0.0,13,41.531,12,2023-04-01T00:16:49.250Z
239498,Piper Skinner,Hamilton City Gymnastics,STEP 7,OVER,2023 ARGOS Senior Competition,All-Around Round 1,,10.366,1.6,8.766,0,8,11.566,3.0,8.566,0,3,8.833,3.1,5.733,0,18,10.633,3.3,7.333,0.0,16,41.398,13,2023-04-01T00:05:56.915Z
206480,Eva Conlon,Hamilton City Gymnastics,STEP 7,OVER,2023 ARGOS Senior Competition,All-Around Round 1,,10.2,1.6,8.6,0,15,9.6,1.7,7.9,0,16,10.5,3.4,7.1,0,10,11.633,3.4,8.233,0.0,5,41.933,11,2023-04-01T00:03:02.827Z
151506,Addisyn Smith,Hamilton City Gymnastics,STEP 7,OVER,2023 ARGOS Senior Competition,All-Around Round 1,,10.366,1.6,8.766,0,8,10.4,2.1,8.3,0,10,10.366,3.4,6.966,0,12,11.833,3.5,8.333,0.0,3,42.965,8,2023-04-01T00:13:56.166Z
161345,Bethan Lauder,Hamilton City Gymnastics,STEP 7,OVER,2023 ARGOS Senior Competition,All-Around Round 1,,10.333,1.6,8.733,0,10,10.2,2.7,7.5,0,11,11.133,3.4,7.733,0,4,11.633,3.5,8.133,0.0,5,43.299,7,2023-04-01T00:19:24.999Z
